ASIN,Similar,Reviews,Ratings
0312291612,0,4,4.5
0374177171,0,2,5.0
0800629779,0,1,5.0
9622930093,0,3,5.0
019521563X,0,1,4.0
0613099613,0,15,4.5
1888692057,0,25,5.0
0700715010,0,0,0.0
0618043608,0,0,0.0
0380820994,0,9,3.0
0851779166,0,0,0.0
0394547942,0,20,3.5
0534385656,0,2,3.0
0749430656,0,0,0.0
0804010544,0,3,4.5
0879734094,0,7,4.5
1570544700,0,2,3.5
0071358978,0,3,4.5
1565046862,0,1,4.0
0826447643,0,6,5.0
0345451767,0,0,0.0
1558746374,0,25,5.0
987931610X,0,0,0.0
0830830235,0,0,0.0
0875526500,0,1,5.0
0765605066,0,1,5.0
0520013549,0,2,4.0
0803947224,0,0,0.0
0757907342,0,0,0.0
076442095X,0,1,4.0
0538722487,0,1,4.0
0806522402,0,11,5.0
0140442634,0,13,4.5
1572810955,0,8,4.5
0590472674,0,14,5.0
0684843935,0,1,1.0
0374126445,0,8,4.0
1555973779,0,124,5.0
0807120820,0,0,0.0
1583030514,0,0,0.0
0312865325,0,9,4.0
0672324245,0,6,2.5
0745609252,0,1,3.0
0060937661,0,62,4.5
0152164936,0,2,3.5
0962850551,0,2,5.0
0915707322,0,1,5.0
0823681297,0,0,0.0
1563894815,0,18,5.0
0805044108,0,3,5.0
0674251156,0,0,0.0
9505600380,0,0,0.0
0439162327,0,0,0.0
0553579061,0,12,3.5
1550810804,0,3,5.0
9998251605,0,0,0.0
0374350671,0,5,4.5
0760313016,0,2,3.0
0553288105,0,67,4.5
0893572152,0,0,0.0
0805053093,0,178,4.0
0879736631,0,1,4.0
0140275754,0,1,5.0
0736906126,0,0,0.0
158851692X,0,3,5.0
0971525633,0,0,0.0
0865055424,0,0,0.0
1560327146,0,0,0.0
1590030052,0,3,3.5
0736902066,0,3,2.5
1563899795,0,0,0.0
1842271377,0,0,0.0
1882931602,0,2,4.5
1860743242,0,2,2.5
0810965763,0,2,5.0
1557997462,0,0,0.0
0316779059,0,542,4.0
0786807903,0,6,5.0
0520072243,0,2,5.0
0836191021,0,0,0.0
1870979478,0,1,4.0
0451407539,0,18,5.0
0814405657,0,8,4.5
0876053886,0,5,4.5
0312983220,0,80,3.5
0790611724,0,4,3.5
0452267250,0,258,5.0
0966880706,0,3,5.0
0691049351,0,6,2.5
0871316528,10,2,5.0
0873532414,0,0,0.0
0811812448,0,0,0.0
0735521883,0,2,5.0
074340730X,0,12,4.0
0715621653,0,0,0.0
0689818971,0,3,5.0
0449001954,0,15,3.5
0028637127,0,0,0.0
8408044133,0,2,3.5
0195099621,0,1,5.0
0945903375,0,0,0.0
0375403493,0,45,4.0
0521474655,10,5,4.0
0262631997,0,2,3.0
1581801459,0,2,4.5
8174790357,0,8,2.5
0130351288,0,4,4.5
0395913756,0,1,4.0
031210409X,0,9,3.5
0340662174,0,2,5.0
0299148440,0,1,5.0
0792274326,0,1,5.0
076442453X,0,0,0.0
0312256248,10,32,4.0
0813338808,0,0,0.0
1558321357,0,7,4.5
037575265X,0,17,4.5
0072192542,0,0,0.0
0694514934,0,55,3.5
078684258X,0,4,4.5
1591822246,0,4,3.0
0201563169,0,4,4.0
0141306424,0,23,4.5
096211314X,0,4,5.0
0451180224,0,6,4.0
1558703306,0,11,4.5
1583551522,0,0,0.0
0764112996,0,0,0.0
0687098238,0,1,5.0
0894806092,0,2,5.0
0887406599,0,4,5.0
0962959359,0,7,4.0
0971024502,0,6,5.0
1878075063,0,0,0.0
1400001358,0,19,4.5
0842335935,0,2,5.0
0890879478,0,0,0.0
0486250237,0,7,3.5
074780205X,0,0,0.0
0520217276,0,1,5.0
0711028281,0,0,0.0
080186206X,0,0,0.0
0684852608,0,2,5.0
157051450X,0,0,0.0
1881319059,0,1,4.0
0446531634,0,12,4.5
0570046165,0,1,4.0
0671884433,0,21,4.0
0316110590,0,5,4.0
0805431136,0,0,0.0
0880530405,0,0,0.0
0970145683,0,0,0.0
0060262486,0,7,4.5
0071386998,0,7,4.5
0674127714,0,3,4.5
0471105600,0,13,4.5
0830819479,0,14,4.0
076210242X,0,2,5.0
1560534605,0,2,4.5
069107058X,0,0,0.0
0897333624,0,8,4.5
1575933942,0,17,4.5
0385085338,0,1,4.0
0312868855,0,108,4.0
0071342109,0,5,4.0
0837332559,0,0,0.0
067975704X,0,16,4.0
1564661016,0,0,0.0
0810935945,0,2,2.5
0897246780,0,0,0.0
0899572723,10,1,1.0
0060675578,0,36,4.0
0060004436,0,28,4.0
155970313X,0,4,3.5
0892552042,0,3,4.5
1571100512,0,0,0.0
1573980102,0,0,0.0
0413302105,0,2,4.5
0074708899,0,0,0.0
0446610763,0,14,4.0
0312252099,0,16,5.0
0830815627,0,1,5.0
4766107985,0,0,0.0
0531112004,0,1,5.0
0873894979,0,1,5.0
1583222634,0,1,5.0
0443071373,0,0,0.0
0323019765,0,16,4.0
0787903051,0,2,5.0
0060196475,0,10,4.5
092997929X,0,2,5.0
093189512X,0,0,0.0
0471118176,0,24,4.5
068981383X,10,0,0.0
0130306576,0,7,3.5
0876591624,0,0,0.0
0773520120,0,0,0.0
0812967941,0,10,4.5
1563897989,0,6,3.5
0140514430,10,1,5.0
0375409807,0,12,4.5
0947655085,0,0,0.0
0817929622,0,1,5.0
0815136544,0,2,5.0
0967584418,0,9,4.0
0590433733,0,0,0.0
1881940667,0,0,0.0
0415914655,0,0,0.0
0141303107,0,22,4.5
1855326574,0,0,0.0
9221108481,0,0,0.0
0312309635,0,38,4.5
0915170086,0,0,0.0
0312290896,0,17,4.0
0471034444,0,2,3.0
0393050408,0,1,3.0
0849931339,0,0,0.0
0684801345,10,17,4.0
1561452580,0,1,5.0
0001474103,0,2,5.0
1567189636,0,13,4.5
0898753317,0,0,0.0
0764113801,0,3,1.5
1563924587,0,1,4.0
9810229437,0,0,0.0
0268028575,0,1,4.0
0813432030,0,0,0.0
0924893095,0,5,3.0
8120202961,0,0,0.0
0345405404,0,65,4.0
0801499798,0,1,5.0
0674292111,0,0,0.0
0931130123,0,0,0.0
0520213955,0,2,3.5
0871545586,0,0,0.0
9639059447,0,0,0.0
B00001IVC5,0,0,0.0
0713040327,0,0,0.0
0071395040,0,2,3.0
0970430353,0,8,4.5
B00001IVC7,0,0,0.0
0380804913,0,17,3.5
069452137X,0,2,3.0
0962488313,0,0,0.0
1890009164,0,4,5.0
0814620620,0,0,0.0
0768910927,0,0,0.0
087341540X,0,1,5.0
0964977605,0,0,0.0
0452278066,0,3,5.0
0674415000,0,0,0.0
0899571409,0,4,5.0
0671019643,0,12,4.5
0072432691,0,2,2.5
0721668976,0,1,5.0
0964873516,0,7,2.5
0735617805,0,1,5.0
0472087215,0,3,4.5
0613505735,0,73,4.5
0893145467,0,41,5.0
091655502X,0,0,0.0
0880104902,0,1,5.0
1840460644,0,2,4.5
0849942357,0,19,5.0
1572302046,0,6,5.0
0451203712,0,7,4.0
0471547379,0,3,4.5
1552093468,0,0,0.0
0312924127,0,43,4.5
1575938170,0,1,5.0
1897959222,0,3,4.5
188773466X,0,0,0.0
0963266748,0,9,4.0
1887984003,0,2,5.0
0060929111,0,9,4.0
0521306159,0,1,4.0
0867164123,0,7,3.5
155082306X,0,0,0.0
0944359124,0,0,0.0
0064409422,0,381,4.5
0782115314,0,12,4.0
1588513947,0,3,4.5
0486288552,0,0,0.0
0816723605,0,1,4.0
0867162627,0,0,0.0
0595141668,0,6,5.0
0130519669,0,1,4.0
0809104946,0,3,5.0
0425098532,0,20,4.5
0689834705,0,36,4.5
0375400877,0,3,4.5
059514909X,0,5,5.0
0374522693,0,15,5.0
0609800434,0,2,3.0
026802765X,0,0,0.0
0930934857,0,3,4.5
0809135655,10,0,0.0
0786919078,0,1,5.0
1567184928,0,12,4.0
1581128851,0,2,4.5
158236902X,0,0,0.0
0694015644,0,1,5.0
192924150X,0,0,0.0
1568215428,0,2,5.0
0398051291,0,0,0.0
0881063347,0,1,5.0
189665102X,10,0,0.0
0970498063,0,0,0.0
0440507170,0,4,5.0
0800615387,0,5,5.0
0961948000,0,4,4.0
0838503926,0,1,4.0
0806970634,0,1,4.0
0881924679,0,3,4.5
1567181252,10,7,4.5
1885544170,10,0,0.0
0553278223,0,268,4.0
0393308014,0,3,4.5
0471395706,10,11,4.5
2061001084,0,0,0.0
0374455082,0,2,4.0
0821771043,0,4,3.5
0520227433,0,0,0.0
0471085448,0,1,5.0
0898627990,0,0,0.0
0760306818,0,1,5.0
0268000069,0,0,0.0
0679892389,0,1,5.0
0393963047,0,2,4.5
0807841625,0,0,0.0
1580623468,0,0,0.0
0749434953,0,0,0.0
0130088145,0,5,3.0
0962346810,0,2,5.0
019283875X,0,4,4.5
1575842734,0,2,4.5
1879618206,0,1,4.0
1563978091,0,0,0.0
0205290213,0,0,0.0
080613416X,0,0,0.0
0398056110,0,5,3.5
0333627806,0,0,0.0
0936197323,0,1,4.0
0822210568,0,0,0.0
1880684586,0,5,3.5
0199104263,0,1,5.0
0801847842,0,0,0.0
0900860367,0,4,5.0
1568226950,0,0,0.0
0897214633,0,1,4.0
0553260456,0,16,4.0
0764534297,0,18,4.5
0911977244,0,2,5.0
0271009349,0,0,0.0
0007102968,0,0,0.0
0312264194,0,2,4.5
0816630836,0,0,0.0
1886851441,0,0,0.0
0140298568,0,21,4.5
073560987X,0,0,0.0
0811827216,0,5,5.0
0806522992,0,1,4.0
0875097596,0,0,0.0
0800626095,0,1,5.0
0812932765,0,3,3.5
1564145743,0,12,4.0
0689819552,0,3,5.0
0895864835,0,2,4.5
1581800169,0,2,5.0
0618124926,0,9,3.0
1572318481,0,36,3.0
1891386174,0,1,4.0
0880707186,0,5,5.0
0451628810,0,45,4.5
0030520479,0,0,0.0
0930741676,0,0,0.0
0380793660,0,18,4.5
039952276X,0,24,5.0
0609810790,0,0,0.0
0451205901,0,2,5.0
0195103076,0,1,5.0
0810944715,0,0,0.0
0895298678,0,7,5.0
0521781647,0,0,0.0
0827204655,0,1,4.0
1570761116,0,3,4.5
0521596475,0,1,3.0
048623620X,0,0,0.0
0943595568,0,2,4.5
1571691340,0,26,4.0
0140506756,0,2,5.0
1878923102,0,110,4.5
0842336710,0,1,1.0
1573229571,10,292,4.0
0465067611,0,15,4.5
0071364617,0,0,0.0
0201750805,0,16,3.5
0060987073,0,11,4.5
0609806297,0,2,4.0
0844226602,0,1,5.0
029277740X,0,1,4.0
0966095510,0,1,5.0
0060938374,0,49,3.0
1564774228,0,0,0.0
0929608003,0,0,0.0
0671047558,0,11,4.5
0689821212,0,11,5.0
0312266774,0,7,4.5
1572813156,0,5,5.0
1885342004,0,0,0.0
0684867931,0,18,5.0
0393701700,0,0,0.0
0761993924,0,0,0.0
0375762698,0,17,4.0
0918477638,0,0,0.0
0762708085,0,1,5.0
0786868821,0,44,3.5
0826314384,0,1,4.0
0811201511,0,14,4.5
0893343218,0,0,0.0
030680736X,0,9,4.0
0674008340,0,0,0.0
0742512967,0,0,0.0
1558746609,0,12,4.5
0553214985,0,1,4.0
4333014786,0,2,5.0
0399146261,0,1,4.0
0306809389,0,2,4.0
0781724716,0,0,0.0
0803949677,0,0,0.0
0822525771,0,0,0.0
0553214039,10,52,3.5
0553298046,10,221,4.5
0471625469,0,4,4.5
0312063261,0,2,4.5
8817125539,0,14,4.0
0531164659,0,2,5.0
1576751414,10,9,4.5
0619016884,0,0,0.0
0740725300,0,0,0.0
0375503366,0,23,4.0
0914732218,0,21,5.0
9812348174,0,0,0.0
0632057718,0,3,3.5
1876175087,0,4,5.0
1870775724,0,0,0.0
0813521505,0,4,5.0
087840273X,0,24,4.5
0395742129,0,7,4.5
0452284015,0,31,3.5
0743407083,0,71,4.5
0944386237,0,0,0.0
1573801534,0,1,5.0
0520203569,0,0,0.0
1878610473,0,4,4.5
1864500069,0,0,0.0
0970633432,0,0,0.0
0632054069,0,2,4.5
0072550996,0,2,3.5
1560445831,0,4,5.0
0312182341,0,5,5.0
0132341700,0,6,4.0
047138576X,0,11,4.0
192924312X,0,1,5.0
192870607X,0,0,0.0
067152819X,0,23,4.0
0691002606,10,4,5.0
0872395928,0,4,5.0
1893858138,0,9,5.0
0415149878,0,0,0.0
1887654461,10,1,5.0
0865055157,0,0,0.0
0062050702,0,2,5.0
0836135121,0,2,4.0
0764107380,0,2,5.0
0345330706,10,7,5.0
1571742387,0,4,4.0
0877205191,0,3,4.5
1841763160,0,0,0.0
0898794439,0,3,4.5
0915132397,0,10,5.0
0938317679,0,1,5.0
0231071310,0,1,5.0
0764553399,0,2,3.5
1568982712,0,1,5.0
0743211707,0,6,3.0
0226561550,0,0,0.0
0917131010,0,0,0.0
0618155651,0,9,3.0
0786706341,0,4,4.0
0887072038,0,54,4.5
0829812210,0,1,5.0
1856497372,0,0,0.0
0825434254,0,0,0.0
0064435164,0,3,4.5
0064450953,0,1,5.0
1854112902,0,0,0.0
1566471834,0,1,5.0
0451169417,0,3,4.0
0761918914,0,0,0.0
0345452771,0,49,5.0
0398030006,0,0,0.0
0806641614,0,1,5.0
0764302345,0,0,0.0
0750674997,0,0,0.0
0794500110,0,3,5.0
0855722509,0,1,5.0
190113041X,0,6,4.0
0062740105,0,10,4.5
1558780998,0,1,5.0
0028637496,0,2,5.0
1560446072,0,0,0.0
0395846315,0,1,5.0
0805064745,0,0,0.0
1567182194,0,1,5.0
0722536666,0,2,3.5
1868722759,0,0,0.0
1893115542,0,5,3.5
091912366X,0,1,4.0
0691020841,0,2,5.0
0866800883,0,0,0.0
1576901351,0,0,0.0
0312981252,0,4,5.0
0064420280,0,2,5.0
0893758442,0,0,0.0
0801862515,0,2,5.0
0373122179,0,2,5.0
0395901294,0,2,4.5
0375506284,0,5,5.0
